id;Compartiment;Parcelle;Ilot;id-?lot;Surface;Date d'obs;Etendue [h;Etendue [m;Habitat Ni;Recouvreme;Stade de d;Structure;Associatio;Essence 1;Annee_1;Essence 2;Annee_2;Essence 3;Annee_3;Autres  +;Petit Bois;Bois moyen;Gros bois_;Surface te;Petits boi;Bois moy_2;Gros boi_1;Surface _1;Petits b_1;Bois moy_3;Gros boi_2;Surface _2;Surface _3;Qualit€?ô÷;Remarque;Provenance;WKT
83;4;F;4;F4;3387.61;juil-18;0.34;3387.61;G1;40%;P;FR;2;HE 60%;1991;CS 20%;1989;MR 20%;1989;;50;50;0;18;;;;0;;;;0;18;S;Transform€Œôùô® deux fois par bande. Quelques peupliers picards de 150 cm sur le dessus. Tr€Œôùô®s beaux bois €Œôùô® qualifier. Belle plantation en hommage €Œôùô® Mr Andr€Œôùô®.;P€Œôùô®pini€Œôùô®re;MULTIPOLYGON (((165293.145362468 151714.843018108,165298.824781006 151715.697708822,165298.608584187 151719.264956328,165294.784743281 151720.506333644,165298.064746623 151731.837254279,165322.309239157 151730.751679987,165381.592586275 151731.845364262,165380.930250958 151697.279805965,165343.20654429 151692.756579747,165319.957161523 151692.937508795,165295.53173994 151686.876385662,165295.350810891 151690.675895684,165289.380152282 151694.656334757,165292.094088013 151711.21134272,165293.145362468 151714.843018108)))
155;4;F;5;F5;19865.59;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vieille futaie de h€Œôùô®tre;;MULTIPOLYGON (((165284.375146538 151680.124950392,165295.53173994 151686.876385662,165319.957161523 151692.937508795,165343.20654429 151692.756579747,165380.930250958 151697.279805965,165463.072039098 151710.125768427,165495.096480729 151712.65877511,165518.45461825 151683.958598897,165553.184116126 151656.142275511,165558.583755372 151646.815625905,165556.203710697 151635.179849626,165525.781726122 151628.04155554,165492.121637318 151629.288225494,165480.278272738 151647.053272365,165465.941568247 151644.559932453,165456.279876091 151628.353223028,165441.631504111 151637.703247696,165429.164804554 151630.534895451,165403.608070461 151635.833242763,165397.99805566 151628.976558006,165367.454641745 151640.508255098,165353.233838602 151638.388916172,165311.977828715 151629.911560474,165307.375144615 151628.331342679,165301.864215544 151635.927370506,165301.341852598 151635.718425329,165275.110526703 151678.308417456,165284.375146538 151680.124950392)))
165;5;A;1;A1;;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vieille futaie de h€Œôùô®tre;;MULTIPOLYGON (((165413.097222337 151563.223168198,165412.302619442 151562.957592162,165413.86753703 151578.741687087,165418.429574857 151632.760489574,165429.164804554 151630.534895451,165441.631504111 151637.703247696,165456.279876091 151628.353223028,165465.941568247 151644.559932453,165480.278272738 151647.053272365,165492.121637318 151629.288225494,165525.781726122 151628.04155554,165556.203710697 151635.179849626,165555.638497601 151632.416587915,165570.855662748 151633.071089641,165584.763824442 151636.343598275,165593.446584586 151635.330607313,165598.261656664 151628.853705625,165602.129508456 151624.415184901,165594.326522477 151627.56521036,165584.993637857 151628.609936249,165563.054394161 151627.565210359,165556.925335605 151627.495561967,165554.417993468 151627.147320002,165545.433350812 151625.406110186,165537.45860985 151624.848923045,165519.384851948 151620.70484368,165509.773373757 151620.91378886,165504.828337877 151619.033282256,165498.559982535 151621.470976,165491.595143267 151621.470975999,165484.769600783 151622.446053498,165474.949177415 151625.162340812,165468.123634932 151624.883747241,165464.501918512 151623.630076173,165454.193956395 151618.545743507,165452.034856221 151612.764926914,165447.716655875 151609.038737905,165445.627204094 151602.491788993,165444.234236241 151595.178707763,165443.537752314 151586.82090064,165446.803256882 151574.48866169,165413.097222337 151563.223168198)))
88;5;B;1;B1;14574.81;juil-18;1.46;14574.81;G1;60%;FVR;FR;3;CP 40%;1921;He  40%;1900;ES 15%;1930;PP (1900), FR (1910) 5%;44;28;28;19;;;;0;;;;0;19;B;Ancien  marteloscope. H€Œôùô®tre d€Œôùô®p€Œôùô®rissant. Fr€Œôùô®ne chalaros€Œôùô®.;;MULTIPOLYGON (((165177.930529059 151526.670042345,165177.532008864 151535.25408523,165177.271947079 151544.701035162,165269.277473816 151547.626267656,165346.790011387 151541.027480948,165364.055294055 151543.597050602,165378.841218661 151542.831664065,165376.223211754 151499.43001831,165355.340516035 151480.572187308,165336.421325496 151421.707938258,165309.75038013 151430.870962434,165269.580336651 151474.558952692,165180.118131874 151479.549528359,165171.769724057 151480.972755857,165175.252143691 151490.027046905,165177.930528963 151526.670042255,165177.930529059 151526.670042345)))
89;5;B;2;B2;10164.83;juil-18;1.02;10164.83;G3;50%;FJ;FR;1;PS 100%;1937;;;;;Prunus serotina;36;45;18;22;;;;0;;;;0;22;S;Ancien taillis sous futaie. Attention au sous €Œôùô®tage de prunus serotina. Ancien chemin cr€Œôùô®€Œôùô® par Mr Andr€Œôùô® vers la nationale N238. Maintenant impraticable car envahi par le taillis, n€Œôùô®cessite une r€Œôùô®habilitation. Chataigner de 238 cm.;;MULTIPOLYGON (((165180.069915903 151443.433836873,165167.033633354 151468.436045174,165171.769724057 151480.972755857,165180.118131874 151479.549528359,165269.580336651 151474.558952692,165296.423563118 151445.364891495,165293.024549544 151438.391888524,165271.051991575 151411.120983243,165251.884441005 151371.383378402,165238.765638262 151351.537514082,165209.588801285 151387.852854836,165208.822668965 151389.594064653,165180.069915903 151443.433836873)))
90;5;B;3;B3;7252.07;juil-18;0.73;7252.07;G3;10%;FJ;FR;1;DO 85%;1981;MJ 15%;1958;;;;32;59;9;20.5;;;;0;;;;0;20.5;B;Eclaircie urgente.;;MULTIPOLYGON (((165239.097285837 151351.09302814,165238.765638262 151351.537514081,165251.884441005 151371.383378402,165271.051991575 151411.120983243,165293.024549544 151438.391888524,165296.423563118 151445.364891495,165296.312641553 151412.994884022,165298.276146733 151385.833062359,165291.24025317 151369.961395485,165322.819961486 151356.871360951,165345.073020196 151351.144470841,165351.618037464 151333.437861627,165339.774672884 151311.932804891,165325.905469627 151306.478623834,165313.906271303 151309.595298724,165303.621244168 151311.309469912,165290.857002895 151301.48213371,165278.249797015 151310.485175243,165264.797587591 151323.638446678,165247.758122321 151340.080035973,165239.518644048 151350.654967272,165239.097285837 151351.09302814)))
164;5;C;1;C1;;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vieille futaie de h€Œôùô®tre;;MULTIPOLYGON (((165346.790011387 151541.027480948,165350.975038435 151568.43372497,165307.375144615 151628.331342679,165311.977828715 151629.911560474,165353.233838602 151638.388916172,165367.454641745 151640.508255098,165397.99805566 151628.976558006,165403.608070461 151635.833242763,165418.42957685 151632.760491438,165418.429574857 151632.760489574,165413.86753703 151578.741687087,165412.302619442 151562.957592162,165412.957121168 151557.721578349,165403.794096994 151540.377282591,165403.794096994 151533.177763595,165414.593375485 151513.542711793,165421.79289448 151498.161921213,165425.065403113 151482.453879773,165422.77464707 151446.783535663,165422.77464707 151400.641163927,165424.887515822 151328.671569984,165420.275189157 151330.584463952,165339.774672884 151311.932804891,165351.618037464 151333.437861627,165345.073020196 151351.144470841,165345.400271059 151362.925501923,165348.509154262 151365.707134263,165350.636284874 151368.161515739,165368.962333223 151385.996687792,165375.670975922 151402.031980097,165381.397866031 151409.886000819,165353.090666349 151424.612289671,165349.32728142 151417.085519813,165296.312641553 151412.994884022,165296.423563118 151445.364891495,165309.75038013 151430.870962434,165336.421325496 151421.707938258,165355.340516035 151480.572187308,165376.223211754 151499.43001831,165378.841218661 151542.831664065,165374.829794525 151543.039311298,165364.055294055 151543.597050602,165346.790011387 151541.027480948),(165353.233838602 151638.388916172,165318.21799622 151622.189998434,165357.805186184 151571.831735584,165380.068409399 151573.102368928,165373.523392131 151612.372472533,165379.413907672 151632.334775198,165353.233838602 151638.388916172)))
87;5;C;2;C2;2538.48;juil-18;0.25;2538.48;G1;10%;P;FR;1;FR 100%;1980;;;;;Orties, symphoricarpos albus;63;38;0;11;;;;0;;;;0;11;B;Qualit€Œôùô® bonne mais tr€Œôùô®s atteint par la chalarose, beaucoup d'arbres morts sur pieds. Envahi par la symphorine blanche. A traiter urgemment. Le chemin d'acc€Œôùô®s est impraticable. Ancienne peupleraie.;;MULTIPOLYGON (((165353.233838602 151638.388916172,165379.413907672 151632.334775198,165373.523392131 151612.372472533,165380.068409399 151573.102368928,165357.805186184 151571.831735584,165318.21799622 151622.189998434,165353.233838602 151638.388916172)))
91;5;C;3;C3;2356.91;juil-18;0.24;2356.91;G1;50%;P;FIP;5;ME 20%;1982;HE 10%;1982;BV 70%;1982;;65;26;9;17.5;;;;0;;;;0;17.5;C;Peuplement €Œôùô® convertir urgemment;Merisier et h€Œôùô®tre proviennent de p€Œôùô®pini€Œôùô®re. Bouleau provient de semis.;MULTIPOLYGON (((165349.32728142 151417.085519813,165330.019480481 151405.304488731,165331.492109366 151392.214454195,165335.909996021 151383.705931748,165348.509154262 151365.707134263,165345.400271059 151362.925501923,165345.073020196 151351.144470841,165322.819961486 151356.871360951,165291.24025317 151369.961395485,165298.276146733 151385.833062359,165296.312641553 151412.994884022,165349.32728142 151417.085519813)))
92;5;C;4;C4;1653;juil-18;0.17;1653;G3;0%;G;FR;1;EP 100%;1995;;;;;;;;;0;;;;0;;;;0;;B;"Peuplement imp€Œôùô®n€Œôùô®trable n€Œôùô®cessitant €Œôùô®lagage d'urgence ! Les €Œôùô®pic€Œôùô®as n'ont pas €Œôùô®t€Œôùô® €Œôùô®lagu€Œôùô®s.
Vieux h€Œôùô®tre sur le pourtour €Œôùô® d€Œôùô®couper. Enlever trois gros h€Œôùô®tre d'urgence (167, 207, 190cm), perches de bouleaux et de saules.";"Peuplement in vitro issu d'embryog€Œôùô®n€Œôùô®se somatique.
Origine de verger et bouture.";MULTIPOLYGON (((165353.090666349 151424.612289671,165381.397866031 151409.886000819,165375.670975922 151402.031980097,165368.962333223 151385.996687792,165350.636284874 151368.161515739,165348.509154262 151365.707134263,165335.909996021 151383.705931748,165331.492109366 151392.214454195,165330.019480481 151405.304488731,165349.32728142 151417.085519813,165353.090666349 151424.612289671)))
136;5;D;1;D1;42904.39;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ilot de conservation;;MULTIPOLYGON (((165446.803256882 151574.48866169,165455.950521324 151567.540318247,165462.726755101 151563.904438811,165474.381037253 151561.710596188,165491.391407056 151562.247758053,165508.423733782 151562.47769433,165520.73331999 151563.222835547,165534.311859097 151566.634640969,165546.851381583 151569.314655353,165556.007730665 151573.02507962,165569.990809942 151577.034122736,165576.807745688 151579.032935023,165584.70178539 151588.110229993,165593.926848617 151594.046424185,165601.780869338 151601.573194041,165609.634890059 151598.300685409,165614.870903873 151591.101166414,165620.106917687 151571.138863749,165572.655542497 151501.270804416,165580.509563218 151479.999498297,165578.873308901 151462.327951673,165580.182312355 151457.419188723,165576.909803721 151395.568775546,165573.96454595 151396.877778999,165573.637295087 151394.587022956,165576.255301994 151392.623517774,165579.855061491 151308.520045886,165425.392653977 151311.465303658,165422.77464707 151400.641163927,165422.77464707 151424.857727818,165422.77464707 151446.783535663,165425.065403113 151482.453879773,165421.79289448 151498.161921213,165414.593375485 151513.542711793,165403.794096994 151533.177763595,165403.794096994 151540.377282591,165412.957121168 151557.721578349,165412.302619442 151562.957592162,165446.803256882 151574.48866169)))
85;5;E;1;E1;14196.71;juil-18;1.42;14196.71;D1;100%;AM;FIP;3;BP 40%;1947;BP 30 %;1947;CS 20%;1947;AX 10%;;;;0;;;;0;;;;0;;U;Habitat en r€Œôùô®gression.Le milieu doit €Œôùô®tre surveill€Œôùô®. Etat de conservation ind€Œôùô®termin€Œôùô®, €Œôùô®volution globale moyenne (Waleunis). D€Œôùô®p€Œôùô®rissant;;MULTIPOLYGON (((165518.45461825 151683.958598897,165495.096480729 151712.65877511,165545.458257948 151712.122438676,165580.042669125 151711.754129867,165612.067110756 151713.201562257,165647.167346217 151718.448504671,165694.673896779 151723.802428179,165720.900183607 151678.068083356,165723.359434887 151660.922475621,165718.061087575 151654.221624611,165689.32868474 151644.599830839,165677.866695073 151640.761484931,165667.394667445 151631.434835324,165632.869701358 151620.799182266,165614.216402146 151632.907464212,165584.763824442 151636.343598275,165570.855662748 151633.071089641,165555.638497601 151632.416587915,165558.583755372 151646.815625905,165553.184116126 151656.142275511,165540.584957886 151660.88741303,165524.058789285 151677.577207061,165518.45461825 151683.958598897)))
162;5;E;2;E2;;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vieille futaie de h€Œôùô®tre;;MULTIPOLYGON (((165649.940764036 151446.444565183,165638.239834065 151500.213124335,165628.76765266 151533.922946395,165624.310155528 151556.767619194,165620.106917687 151571.138863749,165614.870903873 151591.101166414,165609.634890059 151598.300685409,165601.780869338 151601.573194041,165607.107002535 151609.839694421,165605.783683074 151621.053085645,165602.510208617 151623.978318135,165598.261656664 151628.853705625,165593.446584586 151635.330607313,165614.216402146 151632.907464212,165632.869701358 151620.799182266,165667.394667445 151631.434835324,165677.866695073 151640.761484931,165689.32868474 151644.599830839,165718.061087575 151654.221624611,165723.359434887 151660.922475619,165747.320243523 151675.539661543,165749.646639656 151666.844157912,165745.020325367 151658.42913571,165743.461987923 151656.247463288,165760.759533558 151496.751625828,165750.981130228 151465.007243999,165743.060665056 151469.358886379,165717.498102805 151467.393066053,165705.729126576 151463.229827818,165692.495931966 151454.175536769,165696.465890349 151466.57295067,165659.273648656 151477.298803142,165649.940764036 151446.444565183)))
86;5;E;3;E3;8014.43;juil-18;0.8;8014.43;D1;100%;FD;FIP;0;AX 70%;;CS 20%;;BV 10%;;Ronce, foug€Œôùô®re aigle;;;;0;;;;0;;;;0;;C;Aulnaie en voie de r€Œôùô®gression (cfr boulaie tourbeuse). V€Œôùô®rifier le sol, le milieu et l'alimentation en eau. D€Œôùô®p€Œôùô®rissant. V€Œôùô®rifier si le milieu peut toujours porter le nom d'aulnaie tourbeuse.;;MULTIPOLYGON (((165879.222177405 151732.368435413,165867.951672007 151695.741909051,165856.709291909 151699.993891203,165790.113741212 151686.412980374,165751.661764765 151677.086330767,165723.359434887 151660.922475619,165720.900183607 151678.068083356,165694.673896779 151723.802428179,165749.888969355 151730.025096543,165845.876810196 151740.206437075,165879.222177405 151732.368435413)))
163;5;F;1;F1;;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vieille futaie de h€Œôùô®tre;;MULTIPOLYGON (((165682.024696276 151143.314030255,165664.741047481 151170.131979303,165598.714371216 151177.932599283,165554.417993468 151209.413672777,165504.13185395 151226.129287021,165414.703317742 151249.252553392,165358.984603594 151263.739419071,165322.767439398 151279.897846174,165317.195567983 151283.519562594,165290.857004213 151301.48213244,165303.621244168 151311.309469912,165313.906271303 151309.595298724,165325.905469627 151306.478623834,165339.774672884 151311.932804889,165420.275189157 151330.584463952,165424.887515822 151328.671569984,165425.392653977 151311.465303658,165579.855061491 151308.520045886,165580.810517137 151305.62153824,165567.720482602 151290.66149877,165608.081422418 151213.601712133,165626.313970521 151228.094250369,165651.870704613 151253.962651949,165682.024696276 151143.314030255)))
97;5;F;2;F2;5980.4;juil-18;0.6;5980.4;G1;75%;FA;FR;1;FR 95%;1910;ES 3%;1930;CP 2%;1921;;0;29;71;24;;;;0;;;;0;24;B;Vieille futaie €Œôùô® surveiller pour la chalarose. L€Œôùô®g€Œôùô®rement touch€Œôùô®.;;MULTIPOLYGON (((165608.081422418 151213.601712133,165567.720482602 151290.66149877,165580.810517137 151305.62153824,165634.417325233 151338.658292064,165651.870704613 151253.962651949,165626.313970521 151228.094250369,165608.081422418 151213.601712133)))
161;5;F;3;F3;;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vieille futaie de h€Œôùô®tre;;MULTIPOLYGON (((165579.855061491 151308.520045886,165576.255301994 151392.623517774,165573.637295087 151394.587022956,165573.96454595 151396.877778999,165576.909803721 151395.568775546,165580.12115756 151456.26336069,165578.873308901 151462.327951673,165580.509563218 151479.999498297,165572.655542497 151501.270804416,165620.106917687 151571.138863749,165624.310155528 151556.767619194,165628.76765266 151533.922946395,165638.239834065 151500.213124335,165649.940764036 151446.444565183,165626.19066213 151366.766803951,165629.360879531 151366.036499052,165634.417325233 151338.658292064,165580.810517137 151305.62153824,165579.855061491 151308.520045886)))
166;5;G;1;G1;149162.33;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vieille futaie de h€Œôùô®tre;;MULTIPOLYGON (((165729.127695876 150891.971950543,165724.305611176 150916.814677273,165718.26583726 150958.470513931,165716.594275835 150969.057069621,165715.479901552 151005.413530602,165705.868423362 151062.107322249,165684.695311986 151133.514336849,165651.870704613 151253.962651949,165634.417325233 151338.658292064,165629.360879531 151366.036499052,165664.98783351 151355.834084789,165692.495931966 151454.175536769,165705.729126576 151463.229827818,165717.498102805 151467.393066053,165743.060665056 151469.358886379,165750.981130228 151465.007243999,165750.00700519 151461.844867066,165787.485020735 151200.97917883,165773.459983733 151221.705066843,165746.812413429 151217.965056977,165736.994887528 151191.317486675,165721.099845592 151190.382484204,165733.410711405 151099.998912416,165738.553224973 151100.232663034,165740.423229906 151089.480134666,165762.55162162 151092.285142064,165800.730889014 151098.985993077,165821.33990172 151071.948838412,165765.609858855 151032.444984189,165766.544861322 151015.848690405,165773.557379823 151007.589501948,165771.68737489 150990.525706929,165750.805653131 150935.360561388,165749.870650664 150913.699670907,165754.907839827 150912.079995937,165753.004348365 150910.000318726,165750.079945691 150907.159992939,165730.267647041 150887.289619096,165729.127695876 150891.971950543),(165694.530192161 151406.056386547,165684.868500004 151395.771359413,165680.816822648 151367.721285409,165682.063492604 151300.089440311,165703.880216829 151282.012725953,165705.438554274 151256.455991859,165723.515268632 151233.704265169,165745.955327835 151252.715981992,165734.423630744 151348.086233607,165719.151923786 151355.566253339,165694.530192161 151406.056386547)))
96;5;G;2;G2;6560.07;juil-18;0.66;6560.07;G1;100%;FJ;FIB;1;BV 100%;1948;;;;;Foug€Œôùô®re;100;0;0;8.5;;;;0;;;;0;8.5;S;"A pr€Œôùô®server pr€Œôùô®cieusement ! Ancien betulo quercetum, belle boulaie acide, bel habitat. 
Arbres remarquables : 
H€Œôùô®tre (420), Bouleau (175), Ch€Œôùô®ne (327). 
Foug€Œôùô®res de grandes dimensions recouvrant toute l'€Œôùô®lot";;MULTIPOLYGON (((165694.530192161 151406.056386547,165719.151923786 151355.566253339,165734.423630744 151348.086233607,165745.955327835 151252.715981992,165723.515268632 151233.704265169,165705.438554274 151256.455991859,165703.880216829 151282.012725953,165682.063492604 151300.089440311,165680.816822648 151367.721285409,165684.868500004 151395.771359413,165694.530192161 151406.056386547)))
94;5;G;3;G3;6252.87;juil-18;0.63;6252.87;G1;40%;P;FR;1;CT 95%;1989;HE 3%;1990;CR 2%;1989;Impatiens parmiflora;74;26;0;17;;;;0;;;;0;17;M;Taille de formation. Envahi par Impatiens parmiflora;P€Œôùô®pini€Œôùô®re;MULTIPOLYGON (((165746.812413429 151217.965056977,165773.459983733 151221.705066843,165787.485020735 151200.97917883,165800.730889014 151098.985993077,165762.55162162 151092.285142064,165740.423229906 151089.480134666,165738.553224973 151100.232663034,165749.461587085 151101.86891735,165736.994887528 151191.317486675,165746.812413429 151217.965056977)))
95;5;G;4;G4;1456.53;juil-18;0.15;1456.53;G4;60%;FJ;FR;1;MH 90%;1998;CR 10%;1998;;;;62;38;0;9;;;;0;;;;0;9;B;Plantation de fin etude 1998. Elagage urgent.;P€Œôùô®pini€Œôùô®re Vielsalm. Originaire d'un verger €Œôùô® graine;MULTIPOLYGON (((165736.994887528 151191.317486675,165749.461587085 151101.86891735,165738.553224973 151100.232663034,165733.410711405 151099.998912416,165721.099845592 151190.382484204,165736.994887528 151191.317486675)))
93;5;G;5;G5;7848.82;juil-18;0.78;7848.82;G1;70%;P;FR;3;BV 80%;1994;SM 15%;1994;PT 2%;1994;FR (2%) EP (1%);86;14;0;12.5;;;;0;;;;0;12.5;B;Ancienne prairie avec plantation d'€Œôùô®pic€Œôùô®a. Colonisation par les bouleaux. Travail de fin d'€Œôùô®tude de Jean Lemaire.;Semis naturel;MULTIPOLYGON (((165754.907839827 150912.079995939,165749.870650664 150913.699670907,165750.805653131 150935.360561388,165771.68737489 150990.525706929,165773.557379823 151007.589501948,165766.544861322 151015.848690405,165765.609858855 151032.444984189,165821.33990172 151071.948838412,165857.259579819 151035.405825336,165863.327356244 151029.873727408,165822.606050894 150984.876733692,165814.561133836 150972.604826315,165754.907839827 150912.079995939)))
98;6;A;1;A1;8724.24;juil-18;0.87;8724.24;G1;80%;P;FR;0;ER 50 %;1986;MR 40%;1986;FR 10%;1982;;56;44;0;11.5;;;;0;;;;0;11.5;U;"Merisier autrefois pr€Œôùô®sent €Œôùô® 100%. Les Merisiers morts ont €Œôùô®t€Œôùô® remplac€Œôùô® par fr€Œôùô®ne et €Œôùô®rable. Fr€Œôùô®ne chalaros€Œôùô®.
 D€Œôùô®signer les arbres urgemment. Sol tr€Œôùô®s riche, r€Œôùô®fl€Œôùô®chir €Œôùô® un meilleur am€Œôùô®nagement.";Merisier provient de p€Œôùô®pini€Œôùô®re. Erable et fr€Œôùô®ne de semis;MULTIPOLYGON (((165745.020325367 151658.42913571,165785.488400884 151655.935795799,165812.915139909 151645.962436154,165813.925950807 151578.969981126,165810.733467487 151549.657182073,165797.020097974 151549.657182071,165793.903423085 151495.115371509,165760.759533558 151496.751625828,165743.461987923 151656.247463288,165745.020325367 151658.42913571)))
173;6;A;2;A2;;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vieille futaie de h€Œôùô®tre;;MULTIPOLYGON (((165793.903423085 151495.115371509,165797.020097974 151549.657182071,165810.733467487 151549.657182073,165813.925950807 151578.969981125,165812.915139909 151645.962436154,165785.488400884 151655.935795799,165745.020325367 151658.42913571,165749.646639656 151666.844157912,165747.320243523 151675.539661543,165751.661764765 151677.086330767,165790.113741212 151686.412980374,165856.709291909 151699.993891203,165867.951672007 151695.741909051,165883.330641152 151675.658784638,165882.044032659 151670.31191137,165880.372471234 151657.635903901,165881.765439088 151645.377786789,165881.208251946 151636.880682883,165872.755297784 151627.574054305,165864.340275583 151582.6939359,165864.074747346 151554.869700495,165871.353004381 151536.256167551,165858.676996913 151528.316250783,165842.239976239 151513.132901178,165833.324981975 151506.028765123,165793.903423085 151495.115371509)))
99;6;B;1;B1;1678.81;juil-18;0.17;1678.81;G1;100%;G;FR;1;FR 100%;2006;;;;;;100;0;0;11.5;;;;0;;;;0;11.5;C;Fr€Œôùô®ne de fond de vall€Œôùô®e. Touch€Œôùô® par chalarose, peuplement d€Œôùô®p€Œôùô®rissant, mort.;Semis;MULTIPOLYGON (((165948.490497595 151669.337497823,165958.152189752 151658.740803199,165983.085588866 151642.534093775,165958.77552473 151629.755726729,165941.01047786 151616.665692193,165921.063758569 151627.574054305,165928.232110814 151653.130788398,165948.490497595 151669.337497823)))
100;6;B;2;B2;1630.78;juil-18;0.16;1630.78;G1;80%;G;FR;1;ES 100 %;1998;;;;;Foug€Œôùô®re, semis de h€Œôùô®tre et d'€Œôùô®rable;69;19;13;12.5;;;;0;;;;0;12.5;S;Enlever les g€Œôùô®niteurs (2 gros bois) et les gros Fagus;Semis originaire de Lauzelle;MULTIPOLYGON (((165872.755297784 151627.574054305,165915.142076279 151606.692332547,165912.337068879 151582.070600922,165864.340275583 151582.6939359,165872.755297784 151627.574054305)))
175;6;B;3;B3;;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vieille futaie de h€Œôùô®tre;;MULTIPOLYGON (((165871.353004381 151536.256167551,165864.074747346 151554.869700495,165864.340275583 151582.6939359,165912.337068879 151582.070600922,165915.142076279 151606.692332547,165872.755297784 151627.574054305,165881.208251946 151636.880682883,165881.765439088 151645.377786789,165880.372471234 151657.635903901,165882.044032659 151670.31191137,165883.330641152 151675.658784638,165896.538461712 151676.382500833,165939.646932596 151683.284617953,165948.490497595 151669.337497823,165928.232110814 151653.130788398,165921.063758569 151627.574054305,165941.01047786 151616.665692193,165958.77552473 151629.755726729,165983.085588866 151642.534093775,166015.894568345 151619.282986885,166032.40696899 151610.432342416,166049.548680881 151605.75733008,166067.536258415 151609.981047712,166084.845024002 151613.393183559,166092.350565806 151609.153778168,166102.454237127 151603.419823914,166107.325644112 151590.016661153,166089.442119464 151586.200195149,166057.340368104 151548.800096479,166056.991115494 151532.868801731,165961.756618086 151537.022299868,165953.259514179 151528.943086317,165936.126009578 151520.167388839,165918.7835598 151517.938640273,165902.903726268 151520.16738884,165892.804709328 151528.734141138,165886.675650772 151535.838277194,165882.914637567 151537.509838617,165871.353004381 151536.256167551)))
167;6;C;1;C1;;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vieille futaie de h€Œôùô®tre;;MULTIPOLYGON (((165892.468266459 151453.897346099,165891.000192682 151441.810202997,165866.338320108 151438.260879041,165856.866138703 151429.067291207,165849.622705864 151423.077529435,165833.324981975 151506.028765123,165842.239976239 151513.132901178,165858.676996913 151528.316250783,165871.353004381 151536.256167551,165882.914637567 151537.509838617,165886.675650772 151535.838277194,165892.804709328 151528.734141138,165902.903726268 151520.16738884,165918.7835598 151517.938640273,165936.126009578 151520.167388839,165953.259514179 151528.943086317,165961.756618086 151537.022299868,166056.991115494 151532.868801731,166055.626196915 151492.232447238,166055.314529426 151456.39068601,166057.963703082 151425.535604606,166055.353487862 151400.134704258,166055.820989096 151373.097549594,166055.68141695 151364.699956154,166016.761892707 151379.440191844,166014.525046812 151397.095946238,166002.175222563 151397.719281219,166007.941071109 151420.7826754,166005.759398686 151444.469404559,165989.085188028 151479.06449583,165946.075074556 151472.831146051,165892.468266459 151453.897346099)))
110;6;D;1;D1;10944.72;juil-18;1.09;10944.72;G1;40%;P;FR;4;FR 50%;1982;MR 25%;1986;ES 25%;1986;;67;33;0;12;;;;0;;;;0;12;B;Beau peuplement. Les fr€Œôùô®nes r€Œôùô®sistent bien €Œôùô® la chalarose. Eclaircie urgente. Mise €Œôùô® blanc de peupliers robusta en 2000;Provient de p€Œôùô®pini€Œôùô®re;MULTIPOLYGON (((166119.245323093 151414.003907516,166055.353487862 151400.134704258,166057.963703082 151425.535604606,166055.314529426 151456.39068601,166055.626196915 151492.232447238,166057.340368104 151548.800096479,166089.442119464 151586.200195149,166107.325644112 151590.016661153,166119.245323093 151555.968448725,166125.322839127 151475.090735345,166122.673665471 151446.105658876,166119.245323093 151414.003907516)))
176;6;E;1;E1;;juil-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vieille futaie de h€Œôùô®tre;;MULTIPOLYGON (((165833.324981975 151506.028765123,165849.622705864 151423.077529435,165887.615904073 151231.997164106,165916.868229001 151183.521882796,165921.047132562 151172.099546396,165956.183123083 151119.170819037,165976.055164216 151090.11548163,165975.809245998 151076.025583806,165964.541373275 151090.376178695,165947.243827639 151106.894555609,165917.791249935 151078.065312882,165943.815485261 151057.651092358,165955.970517329 151058.74192857,165974.046566719 151066.376530997,165976.539489434 151058.520430025,165914.743953024 151047.637868669,165863.327356244 151029.873727408,165821.33990172 151071.948838412,165800.730889014 151098.985993077,165787.485020735 151200.97917883,165750.00700519 151461.844867066,165750.981130228 151465.007243999,165760.759533558 151496.751625828,165793.903423085 151495.115371509,165833.324981975 151506.028765123),(165880.702818752 151203.823144667,165819.771824666 151175.461403173,165824.291003256 151141.957148112,165884.910329853 151163.618038595,165892.078682098 151192.135613833,165880.702818752 151203.823144667)))
